tweet,class
أنا أبكي !! وأدري أن دموع العين خذلان وملح !! #محمود درويش,neg
جووووووووول #زمااااااااالك #دومينيك,pos
' أمريكا داخله مجلس الأمن عشان تعمل الفيتو ! ',neu
ترقصين بعرس واطالعين فوق وتحركين حلجج يعني حافظه الاغنيه:)؟ #لازم طلقه بالراس:),neu
"' ""@VodafoneEgypt أنا لسه جايبة خط فودافون ولما بتصل ب أي رقم يقولي\""""غير مسموح بالاتصال من هذا الرقم\"""" !! '",neg
انصار الانقلاب طلعوا سابع سما امس بدعم كيرى لكن نزلوا مع انقلابهم لاسفل ارض فى محاكمة مرسي,neu
"' ""@solly_joey بس الحق يتقال breaking bad مسلسل فشيخ بصراحة :\""""D '",pos
"' """"""اللهم اكتب لي ماهو خير لي ، وارضني به."""""""" '",pos
7_ أقرب مما تتصور وإحتمال كبير تلاقيها عند بتاع الطعمية وتترحم عليا وتقول ماكانش يومك يابلال,neu
فخور أني مصري اولا و اخيرا,pos
#قطر ترفض تسليم 28 شخصا من قيادات #الإخوان المسلمين ما أجملها من تُهمة وما أعظمه من موقف #شكرا…,pos
فيلم الجزيرة #الصندوق_الأسود لأحداث #الإتحادية فضح الكثير انتظروا فيلم #المندس اللي هيفضح حاجات كمان وكمان #انتخبوا_العرص,neg
علاء الاسواني: رأيي أننا متحضرون لكننا نعيش في دولة غير متحضرة أقرأ المقال كامل,neu
""": النِعمة تحتاج للشكر،، وَالبَلاء يحتاج للصبر،، وَالذنَب يَحتاجُ للإستغفار،، (فمْن شكرَ و صَبر وَ اسْتغفَر نَال #السعادة) 50""",pos
اطالب بعزل شفيق ومحاكمته ثم عمل انتخابات نظيفة او التحقيق في التزوير واستبعاد الأصوات الباطلة والإعادة بين الثاني والثالث او مقاطعة المهزلة,neg
يا رب فرج عنا اليوم هماً نراه بضعفنا كبير و هو برحمتك صغير,neu
' @ashrafshifa79 صباحك ويومك جميل انشاءلله..مرسي لذوقك ',pos
' اهم شخصيات ٢٠١٤ :  #عبلة_كامل #الضفدع_كيرميت #مرتضى_منصور ',neu
", جيرارد ماذا فعلت !!!!!! هل تهدم ما فعله #ليفربول😥 لو جآت من غيرگ ترا كآن هآنت أما تجي منگ يآآآهي قو…",neu
"' ""\""""@headayaty: @mhm27m @pinah17 @rinaelfira @MettySarmiati @MRAYudhistira هم هههههههههههههههههه\"""" '",neu
رجال الاعمال اللصوص باعوا اسهمهم من بورصة القاهرة لبورصة لندن وحولوا ارصدتهم لبنوك عالمية بيهدموا البلد بعد ما خربوها بالانقلاب,neg
"النهارده ، في تحقيق استقصائي عبقري عن الفساد في البورصة في ""المصري""للأسف هيتوه في زحمة الأحداث",pos
لن أُصدق كتب التاريخ بعد اليوم وقد رأيت الحاضر يُزيف بلا حياء فكيف بتاريخ كتبه مُنتصر ؟ #مجزرة_رابعة,neg
لصالح من يُلغى مشروع ( محور قناة السويس ) الذي كان من المقرر أن يرفد الخزينة المصرية بمائة مليار دولار سنويا ؟ الجواب…,neu
ما هي صفة مكتب الارشاد ليجتمع لبحث حكم المحكمة الدستورية، هو مرسي واخد بكرة مرضي؟,neg
' عن الراحه النفسيه لاحد معين ! #thebesttt❤️ ',pos
ما حجم اعمال الشاطر وكم تبلغ ثروته وما مصادرها وهل دفع الضرائب طبقا لنفس القانون الذي يطبق على ساويرس التطبيق الانتقائي للقانون فساد فاحش,neg
' يا داعش صبرك صبرك... الاردني رح يحفر قبرك #كلنا_معاذ #كلنا_الاردن ',neg
سؤال:هل ال ١٠ الاف جنية الي بيوعد بيهم صباحي شباب مصر هما نفس ال ٢٠٠ مليار الي وعد بيهم المعزول راعي الارهاب #سانتخب_السيسى #حركة_كايدينهم,neu
' @AhmedMekhamer  لا بالعكس الباثولوجي انا كنت بحبها .. ',pos
ما مشروعية الثورة وما الموقف من أولي الأمر بين الطاعة لهم والخروج عليهم وما أساس الخلاف بين فقهاء الثورة وفقهاء السلطة؟,neu
3 القضاء المصري أتى بمرسي رئيس ما تقوله يعني أن نتيجة إنتخابات الرئاسة باطل القضاء سلطة دولة وهكذا مرسي هو الدولة مرفوض,neg
مشكلة اليسار مش اللي قاله العريان مشكلته إن رغم كونه الفصيل الأكثر فاعلية ونضالية في الثورة المصرية لم يستطع طرح شكل,neg
يا صباح الخير يا صباح النصر احنا ملوك كل حاجه فى مصر :)) #الأهلى,pos
' @LindaAbouElezz لي دى كيوت خالص يعنى مش بتحبى كيرمت http://t.co/d6ojoCRHYU ',neu
' كليب أدب الكلام - فارس القبي (إيقاع) #كناري. http://t.co/nFEVrQnkBB ',neu
' @Noha_ahmed44 معناها مش المعني الظاهر معناها نفسها في الجنة هتكون في حال افضل وده القصد ',neu
"' """"""\"""" فقدنا فيك الأمل ، مفيش منك رجا ، رمينا طوبتك من زمان \"""""""""""" '",neg
"' """"""اتحاد الكرة المصري،  النادي المصري البورسعيدي"""""""" '",neu
"' """"""من غلبك بالشتم فأدّبه بالحلم، علّمه أن كل إناء بما فيه ينضح، وأن كل واحد ينفق مما عنده!"""""""" '",pos
' يا بخت الناس اللي بتشوف الناس اللي احنا بنشوفها اه والله بجد ',pos
قالك :- الإخوان بيزايدوا علي بتوع #الإتحادية طب و جملة مش هننزل نتظاهر مع الإخوان دي إيه ؟ رز بلبن ؟,neg
#ذات_مومنت لما موبايلك يغطس في البطنيه وتقعد ادور فيه ما تلقشي واخر حاجه تنفض البطنيه يقعد الموبايل ايتخبط فيالوطى :/ اصلا عادي,neg
' @amalalfahadx @Shosho1998alkon عييييب على كل عربي انو اسرائيل قبلنا مش عالفلسطينية بس يا فهمانة ',neg
"من اقوال شيخ المعلقين #محمد_رمضان #ماجد_عبدالله لابد ان تكون هناك قناة رياضية متخصصه لنجوميته وابداعه تقديرا"" لتاريخه المجيد لوطنه ولناديه",pos
والد #جيكا هو اللى كان داخل مع #حمدرين يوم تسليم التوكيلات #واحد_مننا,pos
' آللھُمْ   “ إجعلنّآ مَمَنْ يقآل لھُمْ :  « ھَذھ آلجنّھ آلتي گنُتم بِھا ٺُوعدُۆن . ',neu
' اللهم صيبا نافعا  امطار الخير ',pos
في تضليل اعلامي ممنهج ؛ المتحدث العسكري يسمي ما يقوم به الجيش من تفجير وحرق ومصادرة لأملاك أهالي #سيناء ( أعمال قتالية ) …,neg
اليوم السابع | سلاسل بشرية لأنصار #حمدين_صباحى بـ #السويس لتأييده للرئاسة,neu
لا تسمع للكارهين فهم يستحقون الشفقة انت لم تخطئ في التقدير تقريباً منذ 25 يناير لك كل الاحترام و التقدير ويشر…,neu
عدد المدنيين الذين أحيلوا للقضاء العسكري يقترب من 12 الف مصري في ستة اشهر الرسالة هنا ان التظاهر السلمي قد يكلفك سنوات في السجن الحربي,neg
#دوله_التعريص #عسكر حراميه,neg
هاش #احلم_بدولة يورد الالاف الاماني من عقول الحالمين ولأبناء الحالمة نصيب ، احلامنا كتبت فهل من مستجيب #بكفي_حصار #اضبطوا_شركاء_المخلوع #مصر,neu
' اذكرونى لها بكل جميل عساها تحن عساها ',pos
' @iMansaf يزم الشواب خربو اسامي كل الاكلات ',neg
تؤكد لي الردود ان بعض الأخوة يعتقدون فعلا انهم الاسلام وانك اذا لم توافقهم فانت عدو للإسلام لا مساحة لديهم في ان تحب الاسلام وتختلف معهم,neu
حكيك يخلق من العدم فرحه ♡' #م,pos
"' """"""يا رب ليس بجدي ولا إجتهادي إنما بتوفيقك ، اللهم وفقني فإن التوفيق من عندك واشرح صدري وسهل أمري فإن التسهيل من لطفك . ❤️"""""""" '",neu
لا ما عرفش المشكلة إنك بتتكلم عن حمل السلاح على أساس إنه حاجة بسيطة أنا كنت بمشي لما يحصل ضرب طوب أصلاً تقول لي سلاح؟,pos
) معلم و واعي يا يوسف,pos
بدون دستور ستستمرالامور في التدهور المخرج مازال اعطاء الرئيس المنتخب في الاعلان الدستوري صلاحية تشكيل لجنة توافقية لوضع دستور لكل المصريين,neu
' @marvet3bdelalim @INT_CairoFornia انا ف حقوق اهو يا ميرفت -_- ',neu
' عليك ان تتعلم جيداً كيف تقفز على رأسِك ',neu
يا من اذا قلت ي مولاي لباني يا واحداً ماله ف ملكه ثاني أعصي وتسترني أنسى وتذكرني فكيف أنساك ي من لست تنساني لا اله الا انت #…,pos
وهذه الاحداث من شأنها إدخال البلاد فى فوضى وفتنة طائفية، و دفع المجلس الاعلى إلى اتخاذ قرارات تعطل عملية التحول,neg
"' """"""@mohmmed_lotfy @da_sabry يوما ما سيعرف العالم ، ليس الآن"""""""" '",neu
الحب اللى بيبقى ف #النور قدام #ربنا #احلى #بكتر من الكلام ف الموبايل بليل وانك #تستخبى من #اهلك,neu
' روان : سلمى انا حاسه اننا هنسقط ...... انا : http://t.co/pNpcIfpCxY ',neg
