tweet,class
السيسي ضرب في الشرطة وحملها مسؤولية مذبحة الحرس ردت الداخلية بفيلم أن ضابط جيش وراء نفجير سيارة وزير الداخلية الهم أهلك الظالمين بالظالمين,neu
شبيلى ليز الذي كان عليه طماطمية كبيرة مقدرش أنسى,pos
ارتفاع أسعار الغاز السولار البنزين الدواء الغذاء في مصر صدق السيسي في أنه سيرفع الدعم وأنه عذاب ومعاناة انتخبوا العرص,neg
لو أقدر أخليك جنبي على طول قلب,pos
إن ﻛ ﻧ ت ﻣ ﺎ ﭠ ﺑ ﻳ ﻧ ي لا ﭠ ﺟ ﺎ ﻣ ﻟ ﻧ ي خل ک قده ٱ ﻗ ۈ ل ﻣ ﺎ ﺑ ي ک و ﺎ نا ﺎ وعد ک ﺎ ر ﺣ ل,neu
خليك ملك كله من أجل كله يبقى بتاعك أسلوب حياة,neg
أصير حليف الاتحاد الأفريقي لأنهم في ها العام محتاجيني أكثر من كل شي فديتني هه شي تتمنى يصير في,pos
وأغاني تانية فقط غير فاكرة حاجة غير الآن,neu
كل سنة وإنتوا طيبين وسنة سعيدة عليكم يارب ودايما متجمعين على المحبة,pos
عندما يكون المتهم بطلا ويكون الحاكم والسجان جبناء مرسي رئيسنا الشرعي والانقلاب ساقط لا محالة,neu
null إعادة,neu
اوعي في يوم تنسى أنه كما تدين تدان,neu
حمدين صباحىسأفوز بالرئاسة وشعبية السيسى تتراجع بانتظام بسبب الأخطاء حد يخبطه على دماغه الحزين هذا خلية يفوق,neg
طب ماذا المشكلة في أشغال طريق خالي من أجل من يعرف يتحرك بالضبط إذا الناس روحت,neu
ليس هناك ﺃ ﺟ ﻤ ﻞ ﻣ ﻦ ﺃ ﻥ ﻳ ﺨ ﺒ ﺮ ﻙ ﺃ ﺣ ﺪ ﻫ ﻢ ﺑ ﺄ ﻧ ﻚ ﺍ ﺣ ﺪ ﺃ ﺳ ﺒ ﺎ ﺏ ﺳ ﻌ ﺎ ﺩ ﺗ ﻪ,pos
القبض على قيادي من حزب النور في بني سويف أكيد إخوان ماذا المانع أهلاوي بيشجع الزمالك,neg
خلق جميل الإحسان إلى الجار,pos
أي حاجة حلوة في عينك اكرهيها فورا,neg
فجأة حبيت السياسة ومجلس الشعب,pos
دعاء السباعي دودو وفقط,pos
قمر منور,pos
الحسد يأكل الحسنات كما تأكل النار الحطب,neu
ما هو علاج مرض القلوب,neg
يا ديني هذه كانت أيام سودة,neg
أنا سمعت إنه غادر لبنان ساعات ورجع على شأن بادر يدل بلبنان,neu
حتى في أصعب لحظات عمره لم يفشي مرسي أسرار خيانة سيسي ولم يقل شيئا شائنا ضد الخونة والقتلى,neu
الصحافة الإسرائيلية تحاول إنقاذ آمال كربول من المساءلة بهجوم معاكس,neu
وصلتني رسالة من مشجع كروي إلى طاهر أبو زيد كنت لاعب متميز وللأسف ضيعت كل ذلك بولاءك للانقلابيين بل أصبحت من قادة الانقلاب,neu
أنصار المعزول تعدى بالضرب والتعذيب على الصحفي بجريدة فيتو محمد ممتاز,neg
مرسي رئيسي انتخبوا العرص,neu
انتخبوا العرص انتخبوا البرص مرسي رئيسي أين رئيسي ö,neu
مرسي رئيسي هاشتاج انتخبوا العرص,neu
كفرة حتى العدد استخسروه فينا يقولك كام وثلاثين واحد,neg
التايم لاين كله فشله طيب أين الدحيحه,neg
تهنئة من القلب لكل مصري ومصرية بإقرار حق المصريين في الخارج في التصويت كلنا مصريون,pos
برلمان حنية مليان زيادة وماشي بيدلدق الأسد,pos
ابتسم فإن هناك من يحبك يعتني بك يحميك ينصرك يسمعك يراك هو الرحمن الرحيم,pos
صباح الخيرات,pos
الرجل ملك الأمن بينف بمعدل نفتين كل ٧ دقايق فتحنا الشبابيك من أجل الساعة راحت واشتكينا مرارا وتكرارا لماذا عموم الشعب معفن,neg
تويت كأنك ناشط أيام حرب أكتوبر الإسرائليين بيضربونا على الحدود يا منى البرادعي ستايل,neu
يقول الله تعالى في كتابه الكريم والذاكرين الله كثيرا والذاكرات أعد الله لهم مغفرة وأجرا عظيما,pos
أكيد طبعا شرف لكم يا خدم الزوار,neg
يعني لما أقول أن مبارك المخلوع سحب سفيرنا من إسرائيل مرتين قبل هكذا يوصل اللغط أن النعاج والخرفان يقولوا أني بشكر فيه فعلا بكل طلاقة ماء,neg
إذا أهمك أمر غيرك فاعلم بأنك ذو طبع أصيل,pos
الحريرينفتقد بغياب شطح رمزا من رموز الدعوة إلى الحوار وعدم الاستسلام لليأس في استنباط الحلول,neu
الحلم هذا فيلم أنت البطل فيه,neu
سيأخذ ٱ لجميع نصيبهم هذه الدنيا سعادة أو حزن لن يفوتك شيء كتبه الله لك أو عليك فأرضى بالقدر وقل الحمد لله,neu
شكرا للتعديل,neg
يرفض نسب هجوم سيناء ضد خلية إرهابية إلى إسرائيل,neg
وأنت سري وأنت ما نويت اكتشافه,pos
فيك عن ميثاقك الوافي جنوح لا انتحيتي كالخيول الجافله من يؤمن في رجوعك به تروح للهموم التي بسنينك حافلة محمد الشمري,neu
نم إلى علمي أنك اتخرجتي وا من هذا المزنق أحب أقولك مبروك وربنا يوفقك في حياتك وتبقى دكتورة كبيرة كدهون سعيد,pos
من يسولي حسابي كيك ماسنجر لو سمحتم ناطره,neu
بالصور أنصار مرسي يحرقون كنيسة ومدرعة للجيش بالسويس,pos
شفيق من هذا غير هيجيب أصوات عيلته وبعدها فسس,neg
الواتساب معلق,neg
أشكرك يا خالد,pos
صباحي عدلي منصور أصدر قانون التحصين لخدمة الفسادقلب أي كلام وتشكيك المهم يوصل للكرسي,neg
بقيت كلما أتفرج على حلقة لباسم أفتكر صديقنا الجميل علاء ولي الدين الله يرحمه وأتخيله وهو بيقول للإخوان يالله ياللي باسم يوسف بيفشخ فيكو,neu
معنديش أي ابن وسخة يخليني أفرح أو أفرح حد ولو بأبسط طريقة,neg
فليطمئن قلبك أنك بين عيناي وداخلي قلب,pos
موطني هو تحت البطانية وجنب شاحن الموبيل,neu
لو سألتك أنت مصري هاتلي ماذا هقولك قدر الله ما شاء فعل,neg
بإذن الله أشارك المهندس خالد عبد العزيز رئيس المجلس القومي للشباب في افتتاح الخيمة الرمضانية الشبابية في,neu
المتهم بازدراء الأديان مع التحفظ الشديد على سبب الاتهام يأخذ حبس وكل من قتلوا الشهداء ينعموا بالبراءة عدالة عدلات,neg
تعال شوف دموعي إلى أنت السبب فيها الآن,neg
بصراحة عن ناس بيبقى نفسك تقولهم هيا المركب التي تودي ويا ريت تتقلب وهي بتودي رخامة,neg
أنك عربي وصاحب قضية أوعى تنسى,neu
من لا يحترم السلام الجمهوري لبلدة كيف له أن يكتب دستورها,neg
من دفئها ضل السرير يغار استوحشت اناملي واضافري غاصت بخصر من ثمار وتوطنت شفتاي من بعد ابتداء تكتشف شهواتها كلما زاد الثوار إكليل ورد رحيقها,pos
يوسف الحسيني بالفيديو يفضح كذب قناة الجزيرة ويكشف تمثيل الإخوان دور الموتى تحت إشراف قناة الجزيرة,neg
اختصار الحياة بحديث قدسي,neu
ربنا يكرمك أصل ربنا رزقنا بأحمد عنده أسبوعين افتكرتك شوفتي صورته,pos
محمود سعد أنا بحب الراقصات وهم فوق رأسي,pos
طب بتقشرو البرتقان كيف ماسك برتقانة بقالي ساعة غير عارف اقشرها لما شرحتها,neg
رسالة لكل واحد أو وحدة وسخة شتمت باسم يوسف أو اتهموا بلخيانه والعمالة وأنه ما بيفهمش باسم يوسف سبلكم البلد برطعة فيها يا ولاد الكلاب,neg
حين يصبح مصطفى بكري شبه متحدث باسم المجلس العسكري أعلم أن هناك الكثير يجب عمله حتى تنجح ثورتنا,neg
أرفض تماما أي دعاوى تطلق لفرض سلطة ووصاية مؤسسة الرئاسة على القضاء استقلال القضاء هو الركيزة الأولى في دولة القانون لا,neu
موقف نفسي أعيشه مع مراتي إني أكون الإمام ونصلي مع بعض,pos
